entity_id,parent_id,method,amount_ordered,amount_paid
368,368,credit_card,27789000,27789000
369,369,amex_card,5102500,5102500
370,370,cash_on_delivery,6672500,0
371,371,cash_on_delivery,3297000,3297000
372,372,amex_card,1805500,1805500
373,373,amex_card,196250000,0
374,374,amex_card,5102500,5102500
375,375,credit_card,14130000,0
376,376,visa_card,5102500,5102500
377,377,credit_card,18840000,18840000
378,378,visa_card,6672500,0
379,379,visa_card,3297000000,3297000000
380,380,visa_card,5652000,5652000
381,381,amex_card,5102500,0
382,382,bank_transfer,28260000,28260000
383,383,bank_transfer,176625000,176625000
384,384,credit_card,9812500,9812500
385,385,amex_card,42390000,0
386,386,cash_on_delivery,23157500,23157500
387,387,amex_card,23157500,23157500
388,388,cash_on_delivery,76930000,76930000
389,389,bank_transfer,17662500,17662500
390,390,bank_transfer,50240000,50240000
391,391,amex_card,4082000,4082000
392,392,visa_card,3297000,3297000
393,393,cash_on_delivery,9263000,9263000
394,394,amex_card,4082000,0
395,395,bank_transfer,4710000,4710000
396,396,bank_transfer,35325000,0
397,397,bank_transfer,76930000,76930000
398,398,visa_card,13345000,0
399,399,cash_on_delivery,1805500,0
400,400,credit_card,4317500,4317500
401,401,cash_on_delivery,119320000,119320000
402,402,visa_card,5102500,5102500
403,403,amex_card,5102500,5102500
404,404,visa_card,223725000,223725000
405,405,bank_transfer,5102500,5102500
406,406,visa_card,6672500,6672500
407,407,cash_on_delivery,54165000,54165000
408,408,credit_card,16485000,0
409,409,amex_card,11382500,11382500
410,410,cash_on_delivery,4710000,4710000
411,411,bank_transfer,17662500,0
412,412,bank_transfer,67117500,67117500
413,413,credit_card,3297000,0
414,414,cash_on_delivery,12246000,12246000
415,415,visa_card,5416500,5416500
416,416,visa_card,7065000,0
417,417,amex_card,9420000,0
418,418,bank_transfer,9812500,9812500
419,419,cash_on_delivery,1805500,1805500
420,420,amex_card,76930000,0
421,421,amex_card,4082000,0
422,422,credit_card,5102500,5102500
423,423,bank_transfer,9812500,0
424,424,cash_on_delivery,14130000,14130000
425,425,bank_transfer,14130000,0
426,426,credit_card,3297000,3297000
427,427,amex_card,4710000,4710000
428,428,credit_card,14130000,14130000
429,429,amex_card,11382500,11382500
430,430,visa_card,17662500,17662500
431,431,visa_card,17662500,17662500
432,432,amex_card,6672500,6672500
433,433,credit_card,42390000,0
434,434,amex_card,3297000,3297000
435,435,credit_card,9812500,9812500
436,436,amex_card,59660000,59660000
437,437,cash_on_delivery,14130000,14130000
438,438,credit_card,5102500,5102500
439,439,credit_card,5102500,0
440,440,credit_card,4710000,4710000
441,441,visa_card,14130000,14130000
442,442,visa_card,9263000,0
443,443,visa_card,9420000,0
444,444,visa_card,9263000,0
445,445,visa_card,9420000,9420000
446,446,visa_card,4317500,4317500
447,447,cash_on_delivery,9263000,9263000
448,448,visa_card,4082000,0
449,449,visa_card,5652000,5652000
450,450,credit_card,98125000,0
451,451,credit_card,9263000,0
452,452,amex_card,230790000,0
453,453,cash_on_delivery,20410000,20410000
454,454,amex_card,98125000,98125000
455,455,visa_card,6594000,0
456,456,amex_card,164850000,0
457,457,bank_transfer,194680000,0
458,458,credit_card,14130000,14130000
459,459,cash_on_delivery,447450000,0
460,460,amex_card,5102500,5102500
461,461,visa_card,6672500,6672500
462,462,cash_on_delivery,82425000,82425000
463,463,bank_transfer,9812500,9812500
464,464,credit_card,3297000,3297000
465,465,bank_transfer,54165000,54165000
466,466,amex_card,125600000,0
467,467,visa_card,56520000,56520000
468,468,credit_card,14522500,14522500
469,469,cash_on_delivery,1805500,1805500
470,470,amex_card,251200000,251200000
471,471,cash_on_delivery,9263000,9263000
472,472,amex_card,5652000,5652000
473,473,visa_card,155430000,155430000
474,474,visa_card,56520000,56520000
475,475,bank_transfer,3297000,0
476,476,credit_card,9812500,9812500
477,477,bank_transfer,10205000,0
478,478,cash_on_delivery,13345000,0
479,479,bank_transfer,10205000,10205000
480,480,cash_on_delivery,54165000,54165000
481,481,amex_card,176625000,176625000
482,482,credit_card,6672500,6672500
483,483,visa_card,9420000,9420000
484,484,bank_transfer,9420000,9420000
485,485,bank_transfer,5102500,5102500
486,486,cash_on_delivery,5652000,5652000
487,487,cash_on_delivery,76930000,76930000
488,488,credit_card,8635000,8635000
489,489,credit_card,17662500,17662500
490,490,amex_card,1805500,1805500
491,491,credit_card,13345000,0
492,492,credit_card,23157500,23157500
493,493,visa_card,56520000,56520000
494,494,cash_on_delivery,67117500,67117500
495,495,amex_card,4082000,4082000
496,496,visa_card,1805500,1805500
497,497,cash_on_delivery,7065000,0
498,498,cash_on_delivery,18055000,18055000
499,499,visa_card,5102500,5102500
500,500,amex_card,76930000,76930000
501,501,visa_card,56520000,56520000
502,502,visa_card,194680000,194680000
503,503,amex_card,40820000,0
504,504,amex_card,223725000,223725000
505,505,credit_card,9263000,9263000
506,506,amex_card,223725000,0
507,507,credit_card,155430000,155430000
508,508,credit_card,3297000,0
509,509,credit_card,5102500,0
510,510,bank_transfer,5102500,5102500
511,511,cash_on_delivery,9812500,9812500
512,512,visa_card,14130000,14130000
513,513,bank_transfer,76930000,76930000
514,514,amex_card,54165000,54165000
515,515,bank_transfer,4710000,0
516,516,bank_transfer,6672500,0
517,517,cash_on_delivery,176625000,176625000
518,518,credit_card,54165000,54165000
519,519,amex_card,17662500,17662500
520,520,credit_card,5102500,5102500
521,521,bank_transfer,9263000,0
522,522,credit_card,6672500,6672500
523,523,bank_transfer,1805500,1805500
524,524,amex_card,4710000,0
525,525,amex_card,34147500,34147500
526,526,bank_transfer,4082000,4082000
527,527,amex_card,7065000,0
528,528,credit_card,9812500,0
529,529,cash_on_delivery,9420000,0
530,530,cash_on_delivery,9263000,9263000
531,531,cash_on_delivery,15307500,15307500
532,532,bank_transfer,5102500,5102500
533,533,amex_card,4082000,0
534,534,cash_on_delivery,119320000,0
535,535,credit_card,29045000,0
536,536,amex_card,26690000,26690000
537,537,amex_card,62800000,62800000
538,538,bank_transfer,14522500,0
539,539,bank_transfer,6672500,6672500
540,540,amex_card,26690000,26690000
541,541,visa_card,3297000,3297000
542,542,amex_card,18055000,18055000
543,543,amex_card,9263000,9263000
544,544,credit_card,46315000,0
545,545,visa_card,6594000,0
546,546,credit_card,6594000,0
547,547,cash_on_delivery,56520000,0
548,548,credit_card,412125000,412125000
549,549,amex_card,50240000,0
550,550,bank_transfer,6672500,0
551,551,credit_card,1805500,1805500
552,552,amex_card,4317500,0
553,553,cash_on_delivery,8164000,0
554,554,visa_card,3297000,3297000
555,555,bank_transfer,11382500,11382500
556,556,amex_card,4317500,4317500
557,557,cash_on_delivery,27475000,27475000
558,558,amex_card,17662500,17662500
559,559,visa_card,251200000,251200000
560,560,amex_card,9263000,9263000
561,561,credit_card,125600000,125600000
562,562,amex_card,9812500,9812500
563,563,credit_card,17662500,17662500
564,564,credit_card,11304000,11304000
565,565,visa_card,54165000,54165000
566,566,cash_on_delivery,15307500,15307500
567,567,amex_card,3297000,0
568,568,bank_transfer,98125000,98125000
569,569,bank_transfer,17662500,0
570,570,visa_card,8242500,8242500
571,571,amex_card,65940000,0
572,572,credit_card,9263000,0
573,573,amex_card,5102500,5102500
574,574,amex_card,9420000,9420000
575,575,bank_transfer,5102500,5102500
576,576,cash_on_delivery,52987500,52987500
577,577,visa_card,1805500,1805500
578,578,visa_card,1805500,0
579,579,amex_card,4710000,4710000
580,580,visa_card,40820000,40820000
581,581,cash_on_delivery,9420000,9420000
582,582,bank_transfer,5102500,5102500
583,583,cash_on_delivery,14522500,14522500
584,584,cash_on_delivery,5102500,0
585,585,cash_on_delivery,50240000,50240000
586,586,visa_card,22372500,22372500
587,587,credit_card,14522500,0
588,588,amex_card,1805500,1805500
589,589,visa_card,1805500,1805500
590,590,cash_on_delivery,29437500,29437500
591,591,bank_transfer,26690000,0
592,592,amex_card,14130000,14130000
593,593,cash_on_delivery,5102500,5102500
594,594,cash_on_delivery,5102500,5102500
595,595,credit_card,3297000,3297000
596,596,bank_transfer,9812500,9812500
597,597,amex_card,4710000,4710000
598,598,visa_card,7065000,7065000
599,599,amex_card,26690000,26690000
600,600,bank_transfer,155430000,155430000
601,601,bank_transfer,14130000,14130000
602,602,amex_card,27475000,27475000
603,603,amex_card,7065000,7065000
604,604,visa_card,7065000,0
605,605,bank_transfer,11382500,11382500
606,606,cash_on_delivery,4317500,4317500
607,607,bank_transfer,80070000,80070000
608,608,amex_card,9263000,9263000
609,609,cash_on_delivery,11382500,11382500
610,610,amex_card,5652000,0
611,611,cash_on_delivery,17662500,17662500
612,612,visa_card,65940000,65940000
613,613,cash_on_delivery,8242500,8242500
614,614,bank_transfer,1805500,1805500
615,615,credit_card,4082000,4082000
616,616,visa_card,1805500,1805500
617,617,visa_card,8242500,0
618,618,visa_card,251200000,251200000
619,619,visa_card,14130000,14130000
620,620,bank_transfer,144440000,0
621,621,amex_card,9812500,9812500
622,622,cash_on_delivery,62800000,62800000
623,623,amex_card,35325000,35325000
624,624,cash_on_delivery,27789000,27789000
625,625,cash_on_delivery,98125000,98125000
626,626,cash_on_delivery,194680000,0
627,627,bank_transfer,108330000,0
628,628,cash_on_delivery,14522500,14522500
629,629,credit_card,14130000,14130000
630,630,amex_card,5102500,5102500
631,631,visa_card,76930000,76930000
632,632,bank_transfer,3297000,3297000
633,633,bank_transfer,8164000,0
634,634,amex_card,1805500,1805500
635,635,cash_on_delivery,23236000,23236000
636,636,cash_on_delivery,59660000,59660000
637,637,visa_card,17662500,17662500
638,638,credit_card,98125000,98125000
639,639,credit_card,4082000,4082000
640,640,cash_on_delivery,176625000,176625000
641,641,credit_card,194680000,194680000
642,642,bank_transfer,20410000,20410000
643,643,cash_on_delivery,20410000,20410000
644,644,cash_on_delivery,5102500,5102500
645,645,amex_card,4710000,0
646,646,credit_card,4710000,0
647,647,amex_card,50240000,0
648,648,amex_card,8242500,8242500
649,649,cash_on_delivery,6672500,6672500
650,650,visa_card,251200000,251200000
651,651,amex_card,9812500,0
652,652,amex_card,9263000,9263000
653,653,cash_on_delivery,412125000,0
654,654,bank_transfer,4082000,4082000
655,655,visa_card,13345000,0
656,656,visa_card,4317500,4317500
657,657,credit_card,5652000,5652000
658,658,cash_on_delivery,671175000,671175000
659,659,visa_card,294375000,0
660,660,cash_on_delivery,178980000,0
661,661,cash_on_delivery,9420000,9420000
662,662,visa_card,223725000,223725000
663,663,bank_transfer,6672500,6672500
664,664,visa_card,14130000,14130000
665,665,amex_card,4082000,0
666,666,bank_transfer,3297000,3297000
667,667,credit_card,10205000,10205000
668,668,cash_on_delivery,22372500,22372500
669,669,bank_transfer,5102500,0
670,670,visa_card,26690000,0
671,671,bank_transfer,56520000,56520000
672,672,credit_card,4082000,4082000
673,673,credit_card,17662500,0
674,674,visa_card,98125000,98125000
675,675,credit_card,4082000,0
676,676,credit_card,9263000,0
677,677,amex_card,17662500,0
678,678,bank_transfer,76930000,76930000
679,679,visa_card,6672500,0
680,680,visa_card,27475000,27475000
681,681,cash_on_delivery,5102500,5102500
682,682,visa_card,23157500,0
683,683,credit_card,56520000,56520000
684,684,cash_on_delivery,247275000,247275000
685,685,amex_card,27475000,27475000
686,686,bank_transfer,9812500,9812500
687,687,amex_card,17662500,17662500
688,688,visa_card,20410000,20410000
689,689,amex_card,6594000,6594000
690,690,bank_transfer,50240000,50240000
691,691,cash_on_delivery,8242500,8242500
692,692,amex_card,5102500,0
693,693,visa_card,50240000,50240000
694,694,amex_card,14130000,14130000
695,695,cash_on_delivery,219800000,0
696,696,bank_transfer,510250000,0
697,697,bank_transfer,5102500,5102500
698,698,cash_on_delivery,16485000,16485000
699,699,visa_card,1805500,1805500
700,700,bank_transfer,3297000,0
701,701,credit_card,4710000,4710000
702,702,credit_card,5102500,5102500
703,703,amex_card,27475000,27475000
704,704,bank_transfer,76930000,76930000
705,705,bank_transfer,5102500,5102500
706,706,bank_transfer,40820000,40820000
707,707,amex_card,11382500,11382500
708,708,amex_card,3297000,3297000
709,709,amex_card,14130000,14130000
710,710,bank_transfer,72220000,72220000
711,711,amex_card,5102500,5102500
712,712,visa_card,131880000,131880000
713,713,bank_transfer,4317500,0
714,714,cash_on_delivery,20410000,0
715,715,credit_card,18055000,18055000
716,716,amex_card,28260000,0
717,717,amex_card,22765000,22765000
718,718,credit_card,1805500,1805500
719,719,visa_card,18055000,18055000
720,720,cash_on_delivery,7065000,7065000
721,721,credit_card,16485000,16485000
722,722,visa_card,14130000,14130000
723,723,amex_card,23157500,23157500
724,724,amex_card,4710000,4710000
725,725,credit_card,3611000,3611000
726,726,credit_card,11382500,11382500
727,727,bank_transfer,80070000,80070000
728,728,cash_on_delivery,447450000,0
729,729,amex_card,4710000,0
730,730,amex_card,8164000,0
731,731,credit_card,1805500,1805500
732,732,amex_card,14130000,14130000
733,733,credit_card,17662500,17662500
734,734,visa_card,20410000,0
735,735,credit_card,20410000,20410000
736,736,credit_card,14130000,14130000
737,737,credit_card,14130000,14130000
738,738,credit_card,23157500,0
739,739,cash_on_delivery,3297000,0
740,740,credit_card,9812500,9812500
741,741,amex_card,28260000,28260000
742,742,credit_card,251200000,251200000
743,743,bank_transfer,22372500,0
744,744,bank_transfer,1805500,1805500
745,745,amex_card,4710000,4710000
746,746,cash_on_delivery,9420000,9420000
747,747,cash_on_delivery,76930000,0
748,748,credit_card,3297000,3297000
749,749,amex_card,9263000,9263000
750,750,cash_on_delivery,27475000,0
751,751,visa_card,4710000,0
752,752,visa_card,1099000000,1099000000
753,753,cash_on_delivery,6672500,0
754,754,amex_card,4710000,4710000
755,755,amex_card,20410000,20410000
756,756,bank_transfer,17662500,17662500
757,757,amex_card,9812500,9812500
758,758,cash_on_delivery,17662500,0
759,759,credit_card,4710000,0
760,760,amex_card,6672500,6672500
761,761,credit_card,27789000,0
762,762,bank_transfer,6672500,6672500
763,763,credit_card,150720000,0
764,764,bank_transfer,5102500,5102500
765,765,cash_on_delivery,3297000,3297000
766,766,cash_on_delivery,7065000,0
767,767,credit_card,5652000,5652000
768,768,amex_card,27789000,27789000
769,769,cash_on_delivery,76930000,76930000
770,770,credit_card,9812500,9812500
771,771,amex_card,14130000,14130000
772,772,visa_card,3297000,0
773,773,bank_transfer,21195000,0
774,774,cash_on_delivery,5652000,5652000
775,775,credit_card,22372500,22372500
776,776,credit_card,14522500,0
777,777,bank_transfer,10205000,10205000
778,778,visa_card,14522500,14522500
779,779,bank_transfer,7065000,0
780,780,visa_card,42390000,42390000
781,781,visa_card,4317500,0
782,782,credit_card,155430000,155430000
783,783,visa_card,27475000,27475000
784,784,visa_card,9420000,0
785,785,visa_card,9420000,9420000
786,786,amex_card,3297000,3297000
787,787,bank_transfer,76930000,76930000
788,788,amex_card,54165000,0
789,789,bank_transfer,176625000,176625000
790,790,credit_card,59660000,59660000
791,791,bank_transfer,9420000,0
792,792,bank_transfer,113040000,113040000
793,793,cash_on_delivery,11382500,11382500
