target_id,period,year,month,store_id,employee_id,brand,target_revenue,target_orders
70,2021-02,2021,2,10,,,6479628531,2000
71,2021-02,2021,2,1,1.0,,2485895584,829
72,2021-02,2021,2,1,2.0,,987725861,329
73,2021-02,2021,2,1,3.0,,2334419656,778
74,2021-02,2021,2,1,4.0,,1484052231,495
75,2021-02,2021,2,1,8.0,,3964154861,1321
76,2021-02,2021,2,2,19.0,,1955631530,652
77,2021-02,2021,2,2,20.0,,2200416999,733
78,2021-02,2021,2,2,21.0,,1176663975,392
79,2021-02,2021,2,2,22.0,,2509938842,837
80,2021-02,2021,2,2,26.0,,1821952281,607
81,2021-02,2021,2,3,31.0,,3126386138,1042
82,2021-02,2021,2,3,32.0,,1686349043,562
83,2021-02,2021,2,3,33.0,,1416672033,472
84,2021-02,2021,2,3,34.0,,1899702437,633
85,2021-02,2021,2,3,38.0,,3625275041,1208
86,2021-02,2021,2,4,43.0,,807726900,269
87,2021-02,2021,2,4,44.0,,2069821224,690
88,2021-02,2021,2,4,45.0,,2774021831,925
89,2021-02,2021,2,4,46.0,,3285349190,1095
90,2021-02,2021,2,4,50.0,,2312836110,771
91,2021-02,2021,2,5,55.0,,1192692427,398
92,2021-02,2021,2,5,56.0,,2346519831,782
93,2021-02,2021,2,5,57.0,,3739914738,1247
94,2021-02,2021,2,5,58.0,,802948845,268
95,2021-02,2021,2,5,62.0,,2056715668,686
96,2021-02,2021,2,6,75.0,,1839893027,613
97,2021-02,2021,2,6,76.0,,1680091386,560
98,2021-02,2021,2,6,77.0,,987157264,329
99,2021-02,2021,2,6,78.0,,3682182707,1227
100,2021-02,2021,2,6,82.0,,2575205295,858
101,2021-02,2021,2,7,87.0,,3145165311,1048
102,2021-02,2021,2,7,88.0,,1391243145,464
103,2021-02,2021,2,7,89.0,,1745523274,582
104,2021-02,2021,2,7,90.0,,1336911497,446
105,2021-02,2021,2,7,94.0,,1602955055,534
106,2021-02,2021,2,8,99.0,,2609865000,870
107,2021-02,2021,2,8,100.0,,1570157029,523
108,2021-02,2021,2,8,101.0,,2627092466,876
109,2021-02,2021,2,8,102.0,,2284104317,761
110,2021-02,2021,2,8,106.0,,1001422381,334
111,2021-02,2021,2,9,111.0,,1094385518,365
112,2021-02,2021,2,9,112.0,,1906342170,635
113,2021-02,2021,2,9,113.0,,2469887323,823
114,2021-02,2021,2,9,114.0,,1818454220,606
115,2021-02,2021,2,9,118.0,,2068077099,689
116,2021-02,2021,2,10,123.0,,3873280152,1291
117,2021-02,2021,2,10,124.0,,2611092009,870
118,2021-02,2021,2,10,125.0,,3133284782,1044
119,2021-02,2021,2,10,126.0,,3562992555,1188
120,2021-02,2021,2,10,130.0,,1899701142,633
121,2021-03,2021,3,1,,,3051142468,1000
122,2021-03,2021,3,2,,,1843030159,667
123,2021-03,2021,3,3,,,1843310572,667
124,2021-03,2021,3,4,,,1498610576,500
125,2021-03,2021,3,5,,,4348684163,1333
126,2021-03,2021,3,6,,,2604258658,833
127,2021-03,2021,3,7,,,1384469198,500
128,2021-03,2021,3,8,,,1429971129,500
129,2021-03,2021,3,9,,,1648762349,500
130,2021-03,2021,3,10,,,3182754768,1000
131,2021-03,2021,3,1,1.0,,1952469320,651
132,2021-03,2021,3,1,2.0,,663607326,221
133,2021-03,2021,3,1,3.0,,1964681430,655
134,2021-03,2021,3,1,4.0,,1740754590,580
135,2021-03,2021,3,1,8.0,,1208389692,403
136,2021-03,2021,3,2,19.0,,1884404054,628
137,2021-03,2021,3,2,20.0,,1533003269,511
138,2021-03,2021,3,2,21.0,,873468169,291
139,2021-03,2021,3,2,22.0,,1410223405,470
140,2021-03,2021,3,2,26.0,,1684530827,562
141,2021-03,2021,3,3,31.0,,1199797058,400
142,2021-03,2021,3,3,32.0,,1791439964,597
143,2021-03,2021,3,3,33.0,,1310284825,437
144,2021-03,2021,3,3,34.0,,1413212902,471
145,2021-03,2021,3,3,38.0,,1172111980,391
146,2021-03,2021,3,4,43.0,,848443127,283
147,2021-03,2021,3,4,44.0,,1839961685,613
148,2021-03,2021,3,4,45.0,,1345501482,449
149,2021-03,2021,3,4,46.0,,426062849,142
150,2021-03,2021,3,4,50.0,,843475208,281
151,2021-03,2021,3,5,55.0,,622327072,207
152,2021-03,2021,3,5,56.0,,1681183274,560
153,2021-03,2021,3,5,57.0,,1295480141,432
154,2021-03,2021,3,5,58.0,,608068639,203
155,2021-03,2021,3,5,62.0,,620104708,207
156,2021-03,2021,3,6,75.0,,1020094541,340
157,2021-03,2021,3,6,76.0,,1915262931,638
158,2021-03,2021,3,6,77.0,,1739188880,580
159,2021-03,2021,3,6,78.0,,690123046,230
160,2021-03,2021,3,6,82.0,,844178957,281
161,2021-03,2021,3,7,87.0,,1815570984,605
162,2021-03,2021,3,7,88.0,,508862192,170
163,2021-03,2021,3,7,89.0,,1927682762,643
164,2021-03,2021,3,7,90.0,,1116381999,372
165,2021-03,2021,3,7,94.0,,1460424786,487
166,2021-03,2021,3,8,99.0,,1512140175,504
167,2021-03,2021,3,8,100.0,,666173632,222
168,2021-03,2021,3,8,101.0,,1621777216,541
169,2021-03,2021,3,8,102.0,,470165008,157
170,2021-03,2021,3,8,106.0,,612333978,204
171,2021-03,2021,3,9,111.0,,493192045,164
172,2021-03,2021,3,9,112.0,,1911404391,637
173,2021-03,2021,3,9,113.0,,955312118,318
174,2021-03,2021,3,9,114.0,,1211456212,404
175,2021-03,2021,3,9,118.0,,526680518,176
176,2021-03,2021,3,10,123.0,,1974566797,658
177,2021-03,2021,3,10,124.0,,739813023,247
178,2021-03,2021,3,10,125.0,,454600244,152
179,2021-03,2021,3,10,126.0,,1706049657,569
180,2021-03,2021,3,10,130.0,,1613884734,538
181,2021-04,2021,4,1,,,2527989447,900
182,2021-04,2021,4,2,,,1933061668,600
183,2021-04,2021,4,3,,,1780716342,600
184,2021-04,2021,4,4,,,1256995258,450
185,2021-04,2021,4,5,,,3715874767,1200
186,2021-04,2021,4,6,,,2344317495,750
187,2021-04,2021,4,7,,,1408875727,450
188,2021-04,2021,4,8,,,1404985133,450
189,2021-04,2021,4,9,,,1462727327,450
190,2021-04,2021,4,10,,,2698740369,900
191,2021-04,2021,4,1,1.0,,1172137526,391
192,2021-04,2021,4,1,2.0,,1742380356,581
193,2021-04,2021,4,1,3.0,,1351594365,451
194,2021-04,2021,4,1,4.0,,1649820316,550
195,2021-04,2021,4,1,8.0,,793948785,265
196,2021-04,2021,4,2,19.0,,615003831,205
197,2021-04,2021,4,2,20.0,,414154216,138
198,2021-04,2021,4,2,21.0,,1405138697,468
199,2021-04,2021,4,2,22.0,,510549150,170
200,2021-04,2021,4,2,26.0,,1356125540,452
201,2021-04,2021,4,3,31.0,,774392804,258
202,2021-04,2021,4,3,32.0,,1583214128,528
203,2021-04,2021,4,3,33.0,,394602070,132
204,2021-04,2021,4,3,34.0,,1333858289,445
205,2021-04,2021,4,3,38.0,,1477145607,492
206,2021-04,2021,4,4,43.0,,780468537,260
207,2021-04,2021,4,4,44.0,,1311544663,437
208,2021-04,2021,4,4,45.0,,1389891260,463
209,2021-04,2021,4,4,46.0,,1752017716,584
210,2021-04,2021,4,4,50.0,,435895081,145
211,2021-04,2021,4,5,55.0,,1592561565,531
212,2021-04,2021,4,5,56.0,,505978088,169
213,2021-04,2021,4,5,57.0,,551879160,184
214,2021-04,2021,4,5,58.0,,662925543,221
215,2021-04,2021,4,5,62.0,,1788151940,596
216,2021-04,2021,4,6,75.0,,1520913526,507
217,2021-04,2021,4,6,76.0,,1518087934,506
218,2021-04,2021,4,6,77.0,,986785879,329
219,2021-04,2021,4,6,78.0,,1555974506,519
220,2021-04,2021,4,6,82.0,,401444990,134
221,2021-04,2021,4,7,87.0,,1150834833,384
222,2021-04,2021,4,7,88.0,,1737672365,579
223,2021-04,2021,4,7,89.0,,934115431,311
224,2021-04,2021,4,7,90.0,,1406722015,469
225,2021-04,2021,4,7,94.0,,1458389100,486
226,2021-04,2021,4,8,99.0,,1696311184,565
227,2021-04,2021,4,8,100.0,,771852741,257
228,2021-04,2021,4,8,101.0,,975490098,325
229,2021-04,2021,4,8,102.0,,1333065375,444
230,2021-04,2021,4,8,106.0,,478103682,159
231,2021-04,2021,4,9,111.0,,375946899,125
232,2021-04,2021,4,9,112.0,,1195940447,399
233,2021-04,2021,4,9,113.0,,883361029,294
234,2021-04,2021,4,9,114.0,,403544578,135
235,2021-04,2021,4,9,118.0,,1308195052,436
236,2021-04,2021,4,10,123.0,,398665619,133
237,2021-04,2021,4,10,124.0,,593096197,198
238,2021-04,2021,4,10,125.0,,409746960,137
239,2021-04,2021,4,10,126.0,,1232478123,411
240,2021-04,2021,4,10,130.0,,1325615962,442
241,2021-05,2021,5,1,,,3130604948,950
242,2021-05,2021,5,2,,,2084675630,633
243,2021-05,2021,5,3,,,2078862957,633
244,2021-05,2021,5,4,,,1529964613,475
245,2021-05,2021,5,5,,,3672561890,1267
246,2021-05,2021,5,6,,,2375686306,792
247,2021-05,2021,5,7,,,1537117536,475
248,2021-05,2021,5,8,,,1337529255,475
249,2021-05,2021,5,9,,,1320499050,475
250,2021-05,2021,5,10,,,2874420112,950
251,2021-05,2021,5,1,1.0,,1773745207,591
252,2021-05,2021,5,1,2.0,,1539603578,513
253,2021-05,2021,5,1,3.0,,1109341574,370
254,2021-05,2021,5,1,4.0,,623522205,208
255,2021-05,2021,5,1,8.0,,1728941878,576
256,2021-05,2021,5,2,19.0,,478437715,159
257,2021-05,2021,5,2,20.0,,443441432,148
258,2021-05,2021,5,2,21.0,,1234514045,412
259,2021-05,2021,5,2,22.0,,407751755,136
260,2021-05,2021,5,2,26.0,,1545925430,515
261,2021-05,2021,5,3,31.0,,1601490056,534
262,2021-05,2021,5,3,32.0,,526921999,176
263,2021-05,2021,5,3,33.0,,680275187,227
264,2021-05,2021,5,3,34.0,,423070862,141
265,2021-05,2021,5,3,38.0,,1683942680,561
266,2021-05,2021,5,4,43.0,,1161884685,387
267,2021-05,2021,5,4,44.0,,1215307278,405
268,2021-05,2021,5,4,45.0,,757627640,253
269,2021-05,2021,5,4,46.0,,932131876,311
270,2021-05,2021,5,4,50.0,,686315723,229
271,2021-05,2021,5,5,55.0,,1304275138,435
272,2021-05,2021,5,5,56.0,,1323184367,441
273,2021-05,2021,5,5,57.0,,483958289,161
274,2021-05,2021,5,5,58.0,,628857641,210
275,2021-05,2021,5,5,62.0,,1147306294,382
276,2021-05,2021,5,6,75.0,,1631184442,544
277,2021-05,2021,5,6,76.0,,1748610827,583
278,2021-05,2021,5,6,77.0,,1649642765,550
279,2021-05,2021,5,6,78.0,,828058906,276
280,2021-05,2021,5,6,82.0,,1809214285,603
281,2021-05,2021,5,7,87.0,,901806591,301
282,2021-05,2021,5,7,88.0,,1635227617,545
283,2021-05,2021,5,7,89.0,,453355206,151
284,2021-05,2021,5,7,90.0,,790330324,263
285,2021-05,2021,5,7,94.0,,636592777,212
286,2021-05,2021,5,8,99.0,,1023429154,341
287,2021-05,2021,5,8,100.0,,761171214,254
288,2021-05,2021,5,8,101.0,,1498913437,500
289,2021-05,2021,5,8,102.0,,481535293,161
290,2021-05,2021,5,8,106.0,,1855560752,619
291,2021-05,2021,5,9,111.0,,1485735017,495
292,2021-05,2021,5,9,112.0,,553910220,185
293,2021-05,2021,5,9,113.0,,734435751,245
294,2021-05,2021,5,9,114.0,,733363927,244
295,2021-05,2021,5,9,118.0,,1662741627,554
296,2021-05,2021,5,10,123.0,,1675825155,559
297,2021-05,2021,5,10,124.0,,740913453,247
298,2021-05,2021,5,10,125.0,,1881743475,627
299,2021-05,2021,5,10,126.0,,1479267348,493
300,2021-05,2021,5,10,130.0,,1534530963,512
301,2021-06,2021,6,1,,,3420841543,1100
302,2021-06,2021,6,2,,,2084452456,733
303,2021-06,2021,6,3,,,2153353669,733
304,2021-06,2021,6,4,,,1733171206,550
305,2021-06,2021,6,5,,,4794024603,1467
306,2021-06,2021,6,6,,,2686996972,917
307,2021-06,2021,6,7,,,1596680876,550
308,2021-06,2021,6,8,,,1678205664,550
309,2021-06,2021,6,9,,,1661144040,550
310,2021-06,2021,6,10,,,3609797524,1100
311,2021-06,2021,6,1,1.0,,1086042738,362
312,2021-06,2021,6,1,2.0,,958673030,320
313,2021-06,2021,6,1,3.0,,1219413601,406
314,2021-06,2021,6,1,4.0,,1345485579,448
315,2021-06,2021,6,1,8.0,,514846563,172
316,2021-06,2021,6,2,19.0,,1967126787,656
317,2021-06,2021,6,2,20.0,,540462796,180
318,2021-06,2021,6,2,21.0,,952761468,318
319,2021-06,2021,6,2,22.0,,1442297122,481
320,2021-06,2021,6,2,26.0,,2024137232,675
321,2021-06,2021,6,3,31.0,,1441229294,480
322,2021-06,2021,6,3,32.0,,635820565,212
323,2021-06,2021,6,3,33.0,,2064345097,688
324,2021-06,2021,6,3,34.0,,2095999708,699
325,2021-06,2021,6,3,38.0,,1362435786,454
326,2021-06,2021,6,4,43.0,,1923728658,641
327,2021-06,2021,6,4,44.0,,963375756,321
328,2021-06,2021,6,4,45.0,,1795856761,599
329,2021-06,2021,6,4,46.0,,1219855979,407
330,2021-06,2021,6,4,50.0,,642442553,214
331,2021-06,2021,6,5,55.0,,525188765,175
332,2021-06,2021,6,5,56.0,,1189362659,396
333,2021-06,2021,6,5,57.0,,1122215368,374
334,2021-06,2021,6,5,58.0,,1094904023,365
335,2021-06,2021,6,5,62.0,,2179617772,727
336,2021-06,2021,6,6,75.0,,1868456970,623
337,2021-06,2021,6,6,76.0,,673944912,225
338,2021-06,2021,6,6,77.0,,2038302225,679
339,2021-06,2021,6,6,78.0,,1903855955,635
340,2021-06,2021,6,6,82.0,,1134488856,378
341,2021-06,2021,6,7,87.0,,1966821590,656
342,2021-06,2021,6,7,88.0,,1360023131,453
343,2021-06,2021,6,7,89.0,,1627125457,542
344,2021-06,2021,6,7,90.0,,1476440241,492
345,2021-06,2021,6,7,94.0,,784769127,262
346,2021-06,2021,6,8,99.0,,758028647,253
347,2021-06,2021,6,8,100.0,,784697500,262
348,2021-06,2021,6,8,101.0,,662630442,221
349,2021-06,2021,6,8,102.0,,752069843,251
350,2021-06,2021,6,8,106.0,,1169503060,390
351,2021-06,2021,6,9,111.0,,530683768,177
352,2021-06,2021,6,9,112.0,,2099926412,700
353,2021-06,2021,6,9,113.0,,462786402,154
354,2021-06,2021,6,9,114.0,,2124752143,708
355,2021-06,2021,6,9,118.0,,1401969722,467
356,2021-06,2021,6,10,123.0,,2055496060,685
357,2021-06,2021,6,10,124.0,,865301206,288
358,2021-06,2021,6,10,125.0,,931902129,311
359,2021-06,2021,6,10,126.0,,1566795751,522
360,2021-06,2021,6,10,130.0,,458164925,153
361,2021-07,2021,7,1,,,3401739965,1200
362,2021-07,2021,7,2,,,2309601387,800
363,2021-07,2021,7,3,,,2175271937,800
364,2021-07,2021,7,4,,,1676423023,600
365,2021-07,2021,7,5,,,4510884085,1600
366,2021-07,2021,7,6,,,3203987507,1000
367,2021-07,2021,7,7,,,1913425880,600
368,2021-07,2021,7,8,,,1711304617,600
369,2021-07,2021,7,9,,,1977696276,600
370,2021-07,2021,7,10,,,3408659814,1200
371,2021-07,2021,7,1,1.0,,485738452,162
372,2021-07,2021,7,1,2.0,,2253707599,751
373,2021-07,2021,7,1,3.0,,1042126408,347
374,2021-07,2021,7,1,4.0,,1099438311,366
375,2021-07,2021,7,1,8.0,,971398917,324
376,2021-07,2021,7,2,19.0,,1099932958,367
377,2021-07,2021,7,2,20.0,,1984789914,662
378,2021-07,2021,7,2,21.0,,607485170,202
379,2021-07,2021,7,2,22.0,,679275823,226
380,2021-07,2021,7,2,26.0,,1939113827,646
381,2021-07,2021,7,3,31.0,,1517484269,506
382,2021-07,2021,7,3,32.0,,2168298691,723
383,2021-07,2021,7,3,33.0,,2138883931,713
384,2021-07,2021,7,3,34.0,,2081746728,694
385,2021-07,2021,7,3,38.0,,2160754714,720
386,2021-07,2021,7,4,43.0,,1634638704,545
387,2021-07,2021,7,4,44.0,,1237309952,412
388,2021-07,2021,7,4,45.0,,1762622113,588
389,2021-07,2021,7,4,46.0,,557701021,186
390,2021-07,2021,7,4,50.0,,1143100287,381
391,2021-07,2021,7,5,55.0,,997764244,333
392,2021-07,2021,7,5,56.0,,1545456999,515
393,2021-07,2021,7,5,57.0,,2302861371,768
394,2021-07,2021,7,5,58.0,,1690229117,563
395,2021-07,2021,7,5,62.0,,1348902133,450
396,2021-07,2021,7,6,75.0,,787437056,262
397,2021-07,2021,7,6,76.0,,1099730940,367
398,2021-07,2021,7,6,77.0,,1584096739,528
399,2021-07,2021,7,6,78.0,,1706989417,569
400,2021-07,2021,7,6,82.0,,1459844314,487
401,2021-07,2021,7,7,87.0,,1173661599,391
402,2021-07,2021,7,7,88.0,,750613016,250
403,2021-07,2021,7,7,89.0,,1507313581,502
404,2021-07,2021,7,7,90.0,,536107521,179
405,2021-07,2021,7,7,94.0,,2205219649,735
406,2021-07,2021,7,8,99.0,,2379341458,793
407,2021-07,2021,7,8,100.0,,2154585747,718
408,2021-07,2021,7,8,101.0,,2379947852,793
409,2021-07,2021,7,8,102.0,,1826152168,609
410,2021-07,2021,7,8,106.0,,597994932,199
411,2021-07,2021,7,9,111.0,,2100885115,700
412,2021-07,2021,7,9,112.0,,1487785691,496
413,2021-07,2021,7,9,113.0,,1745425209,582
414,2021-07,2021,7,9,114.0,,1378900017,460
415,2021-07,2021,7,9,118.0,,1865022793,622
416,2021-07,2021,7,10,123.0,,597612868,199
417,2021-07,2021,7,10,124.0,,1586712882,529
418,2021-07,2021,7,10,125.0,,1618993527,540
419,2021-07,2021,7,10,126.0,,681602414,227
420,2021-07,2021,7,10,130.0,,1425304862,475
421,2021-08,2021,8,1,,,3254267757,1100
422,2021-08,2021,8,2,,,2016828587,733
423,2021-08,2021,8,3,,,2105609105,733
424,2021-08,2021,8,4,,,1574816228,550
425,2021-08,2021,8,5,,,4651752548,1467
426,2021-08,2021,8,6,,,2676505513,917
427,2021-08,2021,8,7,,,1568017882,550
428,2021-08,2021,8,8,,,1559084188,550
429,2021-08,2021,8,9,,,1626734853,550
430,2021-08,2021,8,10,,,3280931222,1100
431,2021-08,2021,8,1,1.0,,840307439,280
432,2021-08,2021,8,1,2.0,,579701926,193
433,2021-08,2021,8,1,3.0,,1625066579,542
434,2021-08,2021,8,1,4.0,,1448414448,483
435,2021-08,2021,8,1,8.0,,550373628,183
436,2021-08,2021,8,2,19.0,,1060370520,353
437,2021-08,2021,8,2,20.0,,1136702152,379
438,2021-08,2021,8,2,21.0,,1082791821,361
439,2021-08,2021,8,2,22.0,,540520232,180
440,2021-08,2021,8,2,26.0,,2163972935,721
441,2021-08,2021,8,3,31.0,,1552160068,517
442,2021-08,2021,8,3,32.0,,484492300,161
443,2021-08,2021,8,3,33.0,,934390091,311
444,2021-08,2021,8,3,34.0,,974213772,325
445,2021-08,2021,8,3,38.0,,1264984706,422
446,2021-08,2021,8,4,43.0,,2161163910,720
447,2021-08,2021,8,4,44.0,,458452655,153
448,2021-08,2021,8,4,45.0,,1621916290,541
449,2021-08,2021,8,4,46.0,,1538534056,513
450,2021-08,2021,8,4,50.0,,882700084,294
451,2021-08,2021,8,5,55.0,,1652510249,551
452,2021-08,2021,8,5,56.0,,1972652958,658
453,2021-08,2021,8,5,57.0,,1331464124,444
454,2021-08,2021,8,5,58.0,,1882653135,628
455,2021-08,2021,8,5,62.0,,1589475466,530
456,2021-08,2021,8,6,75.0,,857091641,286
457,2021-08,2021,8,6,76.0,,1474151909,491
458,2021-08,2021,8,6,77.0,,1416906311,472
459,2021-08,2021,8,6,78.0,,952664168,318
460,2021-08,2021,8,6,82.0,,1111836947,371
461,2021-08,2021,8,7,87.0,,806293490,269
462,2021-08,2021,8,7,88.0,,1719173786,573
463,2021-08,2021,8,7,89.0,,1406857875,469
464,2021-08,2021,8,7,90.0,,2167305476,722
465,2021-08,2021,8,7,94.0,,1864623266,622
466,2021-08,2021,8,8,99.0,,780979062,260
467,2021-08,2021,8,8,100.0,,1165169402,388
468,2021-08,2021,8,8,101.0,,814167807,271
469,2021-08,2021,8,8,102.0,,945378734,315
470,2021-08,2021,8,8,106.0,,707963664,236
471,2021-08,2021,8,9,111.0,,640974227,214
472,2021-08,2021,8,9,112.0,,714297346,238
473,2021-08,2021,8,9,113.0,,2196599916,732
474,2021-08,2021,8,9,114.0,,841993109,281
475,2021-08,2021,8,9,118.0,,835919052,279
476,2021-08,2021,8,10,123.0,,863423387,288
477,2021-08,2021,8,10,124.0,,1207633389,403
478,2021-08,2021,8,10,125.0,,1054492884,351
479,2021-08,2021,8,10,126.0,,1794458245,598
480,2021-08,2021,8,10,130.0,,678977077,226
481,2021-09,2021,9,1,,,2743675100,1000
482,2021-09,2021,9,2,,,1849674003,667
483,2021-09,2021,9,3,,,2181857580,667
484,2021-09,2021,9,4,,,1442580286,500
485,2021-09,2021,9,5,,,4213196930,1333
486,2021-09,2021,9,6,,,2696278273,833
487,2021-09,2021,9,7,,,1621513310,500
488,2021-09,2021,9,8,,,1637694192,500
489,2021-09,2021,9,9,,,1434117282,500
490,2021-09,2021,9,10,,,2966577212,1000
491,2021-09,2021,9,1,1.0,,948059236,316
492,2021-09,2021,9,1,2.0,,1088800725,363
493,2021-09,2021,9,1,3.0,,1805095598,602
494,2021-09,2021,9,1,4.0,,1474153620,491
495,2021-09,2021,9,1,8.0,,498721474,166
496,2021-09,2021,9,2,19.0,,1752088037,584
497,2021-09,2021,9,2,20.0,,441462169,147
498,2021-09,2021,9,2,21.0,,1916569681,639
499,2021-09,2021,9,2,22.0,,807649870,269
500,2021-09,2021,9,2,26.0,,1169535387,390
501,2021-09,2021,9,3,31.0,,1695074032,565
502,2021-09,2021,9,3,32.0,,1421569463,474
503,2021-09,2021,9,3,33.0,,442610524,148
504,2021-09,2021,9,3,34.0,,1501957179,501
505,2021-09,2021,9,3,38.0,,438613886,146
506,2021-09,2021,9,4,43.0,,1000372658,333
507,2021-09,2021,9,4,44.0,,903971433,301
508,2021-09,2021,9,4,45.0,,1700418472,567
509,2021-09,2021,9,4,46.0,,974692252,325
510,2021-09,2021,9,4,50.0,,683368418,228
511,2021-09,2021,9,5,55.0,,1568374548,523
512,2021-09,2021,9,5,56.0,,588766898,196
513,2021-09,2021,9,5,57.0,,1690026923,563
514,2021-09,2021,9,5,58.0,,607222753,202
515,2021-09,2021,9,5,62.0,,1766590539,589
516,2021-09,2021,9,6,75.0,,1559897448,520
517,2021-09,2021,9,6,76.0,,764925588,255
518,2021-09,2021,9,6,77.0,,1508824161,503
519,2021-09,2021,9,6,78.0,,856627228,286
520,2021-09,2021,9,6,82.0,,963179074,321
521,2021-09,2021,9,7,87.0,,1334910244,445
522,2021-09,2021,9,7,88.0,,727262281,242
523,2021-09,2021,9,7,89.0,,1294642161,432
524,2021-09,2021,9,7,90.0,,567016720,189
525,2021-09,2021,9,7,94.0,,1695938752,565
526,2021-09,2021,9,8,99.0,,999261642,333
527,2021-09,2021,9,8,100.0,,1425471193,475
528,2021-09,2021,9,8,101.0,,641895058,214
529,2021-09,2021,9,8,102.0,,1989656094,663
530,2021-09,2021,9,8,106.0,,1454874694,485
531,2021-09,2021,9,9,111.0,,1372601800,458
532,2021-09,2021,9,9,112.0,,983941110,328
533,2021-09,2021,9,9,113.0,,971442719,324
534,2021-09,2021,9,9,114.0,,1192183031,397
535,2021-09,2021,9,9,118.0,,1631444381,544
536,2021-09,2021,9,10,123.0,,1481904589,494
537,2021-09,2021,9,10,124.0,,1339303432,446
538,2021-09,2021,9,10,125.0,,498586670,166
539,2021-09,2021,9,10,126.0,,447675856,149
540,2021-09,2021,9,10,130.0,,1864639569,622
541,2021-10,2021,10,1,,,3384234748,1100
542,2021-10,2021,10,2,,,2049689535,733
543,2021-10,2021,10,3,,,2394091812,733
544,2021-10,2021,10,4,,,1515971385,550
545,2021-10,2021,10,5,,,4046732217,1467
546,2021-10,2021,10,6,,,2963426854,917
547,2021-10,2021,10,7,,,1548389843,550
548,2021-10,2021,10,8,,,1653586230,550
549,2021-10,2021,10,9,,,1568310651,550
550,2021-10,2021,10,10,,,3541499418,1100
